show_id,type,title,listed_in,description
80173479,Movie,Strange Weather,Dramas  Independent Movies,"A grieving mother takes a road trip with her friend to confront the man who, she believes, stole her late son's business idea to get rich."
80081372,Movie,A Tale of Love and Darkness,Dramas  International Movies,"Based on the memoirs of author Amos Oz, this poetic drama shares his family's tale of suffering and survival in the early years of independent Israel."
81136744,Movie,Assimilate,Horror Movies  Sci-Fi & Fantasy  Thrillers,A group of friends making a web series about their hometown realize it isn’t as boring as they thought when their neighbors start behaving strangely.
80221210,TV Show,Brotherhood,Crime TV Shows  International TV Shows  TV Dramas,"An honest lawyer reaches a moral crossroads after the cops force her to inform on her incarcerated brother, the leader of a rising criminal faction."
81132444,Movie,Consequences ,Dramas  International Movies  Thrillers,Secrets bubble to the surface after a sensual encounter and an unforeseen crime entangle two friends and a woman caught between them.
80182014,Movie,Dolemite Is My Name,Comedies  Dramas,"In 1970s LA, struggling comedian Rudy Ray Moore hits it big with his raunchy alter ego, Dolemite, then risks it all to take his act to the big screen."
81010786,TV Show,Drug Squad: Costa del Sol,Crime TV Shows  International TV Shows  Spanish-Language TV Shows,Four intrepid and impulsive police officers form a special narcotics unit to combat the birth of drug trafficking on Spain's Costa del Sol in the 1970s.
81078456,Movie,It Takes a Lunatic,Documentaries,"The extraordinary life of beloved acting teacher and theatre producer Wynn Handman is recalled in this portrait of a provocative, innovative artist."
81105406,TV Show,Monzón: A Knockout Blow,Crime TV Shows  International TV Shows  Spanish-Language TV Shows,"This dramatization tells the story of Argentine boxing champion Carlos Monzón, as well as the investigation into the death of his wife Alicia Muñiz."
81121023,Movie,My Next Guest with David Letterman and Shah Rukh Khan,International Movies,"""King of Bollywood"" Shah Rukh Khan opens up about his rise to fame, his family and his billions of fans as he and Dave meet up in Mumbai and New York."
81061828,TV Show,Nailed It! France,International TV Shows  Reality TV,"On this fun and funny competition show, home bakers talented in catastrophe struggle to re-create dessert masterpieces and win a 5,000 euro prize."
81062582,TV Show,Nailed It! Spain,International TV Shows  Reality TV  Spanish-Language TV Shows,"On this competition show, novice bakers try to avoid a fiasco while duplicating stunning sweets. At stake are a trophy and 5,000 euros."
81017316,TV Show,Prank Encounters,Reality TV  TV Comedies  TV Horror,Monstrous frights meet hilarious reveals on this hidden-camera prank show as real people become the stars of their own full-blown horror movie.
81018455,Movie,Rattlesnake,Horror Movies  Independent Movies  Thrillers,"After a mysterious woman saves her daughter from a deadly snakebite, a single mother must repay the debt by killing a stranger before sundown."
81110383,Movie,The Awakening of Motti Wolkenbruch,Comedies  Dramas  International Movies,"Pressured to marry a nice Orthodox Jewish woman, Motti is thrown for a loop when he falls for classmate Laura, who his mother will never approve of."
81200228,TV Show,The Untamed,International TV Shows  TV Action & Adventure  TV Mysteries,"In a magical world of inter-clan rivalry, two soulmates face treacherous schemes and uncover a dark mystery linked to a tragic event in the past."
70218316,TV Show,DreamWorks Spooky Stories,Kids' TV  TV Comedies,"Shrek dares his friends to bring on the scary with ghost stories told in a haunted castle. Later, Ginormica and the Monsters face alien pumpkins."
80995073,TV Show,Queens vs. Kings,Stand-Up Comedy & Talk Shows  TV Comedies,"No ""ism"" is left unturned in this celebrity game show that battles stereotypes and sexism by pitting male and female comedians against each other."
81018183,Movie,Ronnie Coleman: The King,Documentaries,"Today, legendary bodybuilder Ronnie Coleman's body bears the scars of becoming the best in the world. Here, he shares what it took to reach his goals."
80219941,Movie,Meet the Trumps: From Immigrant to President,Documentaries,"Learn about Donald Trump's family history, including his immigrant grandfather's gold-rush enterprises and his dad's development of a property empire."
80064515,Movie,The Hateful Eight,Action & Adventure  Thrillers,"Years after the Civil War, a bounty hunter and his captive are waylaid by a Wyoming blizzard and hole up in a way station with six dicey strangers."
80062011,Movie,Walt Disney Animation Studios Short Films Collection,Children & Family Movies,"This collection of 12 short films from Disney includes ""Frozen Fever,"" the Mickey Mouse short ""Get a Horse!"" and Oscar winners ""Paperman"" and ""Feast."""
80197462,TV Show,Daybreak,TV Action & Adventure  TV Comedies  TV Horror,"Living his best life in post-apocalyptic LA, a slacker strives to find the girl of his dreams while outwitting mindless ghouls and cliquish gangs."
81034741,Movie,Echo in the Canyon,Documentaries  Music & Musicals,"An affectionate documentary looks back at the mid-1960s, when Hollywood’s Laurel Canyon was a creative nexus for young, innovative musicians."
81075461,Movie,Revenge of the Pontianak,Horror Movies  International Movies,A wedding in a Malaysian village leaves out one guest: a scorned vampire ghost bent on settling a secret score with the groom and anyone in her way.
80205231,Movie,Baahubali: The Beginning (English Version),Action & Adventure  Dramas  International Movies,Villagers in the kingdom of Mahismati rescue a baby who is destined to embark on a heroic quest in this English version of S.S. Rajamouli's epic.
80235864,TV Show,Bodyguard,British TV Shows  Crime TV Shows  International TV Shows,"After helping thwart a terrorist attack, a war veteran is assigned to protect a politician who was a main proponent of the very conflict he fought in."
80158919,Movie,Jack Whitehall: At Large,Stand-Up Comedy,"Comedian Jack Whitehall takes the stage to tell stories about drinking, drugs, a Google Maps van and his ongoing rivalry with Robert Pattinson."
80135414,TV Show,The Mist,TV Dramas  TV Horror  TV Mysteries,"Trapped by a mysterious fog, residents of a Maine village discover that it hides nightmarish creatures. A new series based on Stephen King's novella."
70299286,Movie,E-Team,Documentaries,The courageous investigators of Human Rights Watch's Emergencies Team risk their lives to document unlawful attacks on civilians by brutal dictators.
70258566,TV Show,DreamWorks Spooky Stories: Volume 2,Kids' TV  TV Comedies,"The Shrek characters parody the music video ""Thriller""; B.O.B. and pals battle zombie carrots; and Megamind faces the effects of the Button of Doom."
80017261,Movie,American Heist,Action & Adventure  Dramas,An ex-con is just getting his life back on track when his older brother is released from prison and drags him into the underworld for one final heist.
81038022,TV Show,"Breakfast, Lunch & Dinner",Docuseries,"Chef David Chang takes his insatiable curiosity about food, culture and identity on the road, in the convivial company of fun-loving celebrity guests."
80186796,Movie,Dancing with the Birds,Documentaries,"From ruffling their majestic feathers to nailing im-peck-able courtship routines, birds in paradise flaunt their best moves in hopes of landing a mate."
81071891,Movie,Master Z: The Ip Man Legacy,Action & Adventure  International Movies,"In this spin-off, a martial arts expert once defeated by Ip Man is forced to abandon his reclusive lifestyle to combat a rising Chinese triad."
80224536,Movie,ADAM SANDLER 100% FRESH,Stand-Up Comedy,"From ""Heroes"" to ""Ice Cream Ladies"" – Adam Sandler's comedy special hits you with new songs and jokes in an unexpected, groundbreaking way."
81017545,TV Show,Here to Heart,International TV Shows  Romantic TV Shows  TV Dramas,Wen Nuan signs on to work as the executive assistant to ex Zhan Nanxian at his tech firm. Helping him at work just may lead her back into his heart.
80994444,Movie,Scorpion King 5: Book of Souls,Action & Adventure  Sci-Fi & Fantasy,The Scorpion King joins forces with a Nubian princess in an all-or-nothing fight to stop a warlord from claiming the souls of the vanquished.
80017286,Movie,While We're Young,Comedies  Dramas  Independent Movies,"A documentary filmmaker struggling with a creative block meets a vibrant young hipster couple who, initially, bring new energy into his life and work."
70295169,Movie,Hunter's Prayer,Action & Adventure  Independent Movies,A hired gun has second thoughts when he's contracted to kill a teenage girl whose father's shady business dealings put her life in danger.
80039050,Movie,I'll See You in My Dreams,Comedies  Dramas  Independent Movies,"After the passing of her dog, a long-widowed senior citizen is in need of companionship. Two very different possibilities present themselves."
81027753,Movie,Jenny Slate: Stage Fright,Documentaries  Stand-Up Comedy,"Jenny Slate's first stand-up special is a mix of stage time, funny stories about adulthood and conversations with family in her childhood home."
15815343,Movie,The Texas Chainsaw Massacre,Cult Movies  Horror Movies  Independent Movies,"When some friends visit a vandalized graveyard, they come upon a chainsaw-wielding maniac, and it's a fight to the bloody death between good and evil."
70295176,Movie,Tracers,Action & Adventure,"When a bike messenger falls into debt with organized criminals, a sexy woman draws him into her high-stakes world of parkour, teaching him new skills."
81043190,Movie,يوم الدين,Dramas  Independent Movies  International Movies,"A man cured of leprosy and a young orphan leave their colony for the first time to travel across Egypt, hoping to find the families they lost."
80131240,Movie,God Knows Where I Am,Documentaries,"Through diary entries, this documentary follows the life and death of homeless woman Linda Bishop and her struggles with starvation, sanity and God."
70170182,Movie,Aashayein,Dramas  International Movies,"When he learns he has terminal cancer, a cynical gambler and chronic smoker ditches his fiancée, snubs doctors and checks into a nursing home to die."
70082633,Movie,Bhool Bhulaiyaa,Dramas  International Movies  Thrillers,"Siddharth dismisses warnings that his palace might be haunted, until ghostly occurrences force him to reconsider his beliefs."
70049619,Movie,Humko Deewana Kar Gaye,International Movies  Music & Musicals  Romantic Movies,Two kindred spirits who are betrothed to others must decide whether to go through with arranged marriages or brush aside convention for true love.
80211135,Movie,Kajraare,Dramas  International Movies  Music & Musicals,"A popular singer on the run poses as a bartender and falls in love with a prostitute, but their love is threatened by a violent incident in his past."
70109884,Movie,Karzzzz,International Movies  Music & Musicals  Romantic Movies,"When flashbacks reveal that he's the reincarnation of a man murdered by his wife, rock star Monty sets out to get revenge for the decades-old crime."
70176967,Movie,Patiala House,Dramas  International Movies  Sports Movies,"A talented young Indian cricket player must defy his father's wishes to play for the side of England, a rebellion his siblings quietly cheer."
70198040,Movie,Ready,Comedies  International Movies  Romantic Movies,"Bollywood superstar Salman Khan plays Prem, an heir to a perfume fortune who falls in love with the wrong woman in this romantic comedy."
80038442,Movie,Results,Comedies  Independent Movies,"After an ugly divorce, a wealthy but unhappy man trains at a local gym and develops a strange relationship with the owner and a captivating trainer."
80091310,Movie,Free Fire,Action & Adventure  Comedies  Independent Movies,A sketchy arms transaction in a deserted warehouse turns into a free-for-all when the two sides engage in a take-no-prisoners shootout.
70114484,Movie,The Rainbow Troops,Children & Family Movies  Dramas  International Movies,Two Indonesian teachers embrace an inspiring crop of gifted young students who've come to study at their crumbling Islamic primary school.
80169350,TV Show,The Liar,Crime TV Shows  International TV Shows  TV Dramas,"At the CARE detective agency, investigators see a lot of action but must always keep their cases secret, even when it affects their personal lives."
80066079,TV Show,Containment,TV Dramas  TV Thrillers,"When a ferocious contagion sweeps through Atlanta, authorities impose a precarious quarantine on the city while scrambling to find a cure."
80117443,Movie,Joe Rogan: Triggered,Stand-Up Comedy,"Unleashing his inquisitive, intense comedic style, Rogan explores everything from raising kids and Santa Claus to pot gummies and talking to dolphins."
80010717,Movie,Wyatt Cenac: Brooklyn,Stand-Up Comedy,Wyatt Cenac heads to Brooklyn to share his observations on the borough that's the backdrop for three sitcoms and a reality show about cheesemongers.
81020005,Movie,How to Get Over a Breakup,Comedies  International Movies  Romantic Movies,"A heartbroken ad copywriter living in Lima, Peru, is inspired to write a blog about life as a single woman and is surprised by her website's success."
81035748,Movie,The Gospel of John,Dramas  Faith & Spirituality,"In the first of four word-for-word film adaptations, Aramaic-speaking actors re-create the stories of Jesus' life from the fourth gospel."
80135164,Movie,1922,Dramas  Thrillers,"A farmer pens a confession admitting to his wife's murder, but her death is just the beginning of a macabre tale. Based on Stephen King's novella."
70167128,Movie,Miss Representation,Documentaries,Explore how the mainstream media's often disparaging portrayals of women contribute to the under-representation of females in positions of leadership.
80118101,Movie,One of Us,Documentaries,"In the wake of trauma and abuse, three Hasidic Jews face ostracism, anxiety and danger as they attempt to leave their ultra-Orthodox community."
80184569,TV Show,The Day I Met El Chapo,Crime TV Shows  Docuseries  International TV Shows,"Mexican superstar actress Kate del Castillo reveals the untold story of her encounter with El Chapo Guzmán, the world’s most-wanted drug lord."
80113669,Movie,Wheelman,Action & Adventure,The getaway driver in a botched robbery puts his skills and smarts to the test when he receives shocking orders from an unknown caller.
80222133,TV Show,Border Patrol,Reality TV,This reality TV series follows the men and women of New Zealand's border patrol in their quest to keep their country safe and secure.
81029301,TV Show,Botched Up Bodies,British TV Shows  Docuseries  International TV Shows,"From lifting saggy skin to repairing shoddy breast enhancements, plastic surgeons tackle extreme fixer-uppers."
81025218,TV Show,Bringing Sexy Back,International TV Shows  Reality TV,"In this reality series, everyday individuals adopt healthier lifestyles and transform their bodies to reclaim their confidence – with dramatic results."
81025251,TV Show,Court Justice,Crime TV Shows  Docuseries  International TV Shows,"In a bustling local court in Sydney, 12 magistrates preside over different levels of criminal offenses and deliver life-changing verdicts."
80224490,TV Show,Diva Brides,British TV Shows  Reality TV,"In this reality series, brides-to-be stop at nothing to have their dream weddings despite meager funds, fallouts with friends or even absent grooms."
81025309,TV Show,Ghost Town Gold,Reality TV,"Two history buffs with an eye for valuables traverse through forgotten mines and abandoned landmarks in the wild, wild West to score collectibles."
81025263,TV Show,Horror Homes,British TV Shows  Docuseries  International TV Shows,"Dream homes turn into property nightmares when mold, maggots, natural disasters and other inconveniences move in."
81025361,TV Show,Kitten Rescuers,British TV Shows  International TV Shows  Reality TV,Cat-crazy host Jo Brand follows vets and animal welfare officers who take on daring rescues to save furry felines subjected to different cat-astrophes.
81025317,TV Show,License to Drill: Louisiana,Reality TV,"A crew of oil riggers work an off-season job and swap the blistering cold of their native Canada for sunny, Southern comfort in the Big Easy."
80209609,TV Show,Living Undocumented,Docuseries,Eight undocumented families' fates roller-coast as the United States' immigration policies are transformed.
81094801,Movie,Ready to Mingle,Comedies  International Movies  Romantic Movies,"After the man she thought she'd marry breaks up with her, Ana joins a class for single women who are in search of a husband."
81191195,Movie,Salam - The First ****** Nobel Laureate,Documentaries,"Shunned by his country due to religion, Abdus Salam strives for an achievement that would define modern physics and redefine his place back home."
80218973,Movie,Death Race: Beyond Anarchy,Action & Adventure,"An ex-racecar driver is sent to a barbaric prison where, to get pardoned, he must defeat the inmate known as Frankenstein in a lethal ""Death Race."""
80235999,Movie,Eric ldle's What About Dick?,Comedies  Music & Musicals,"In a madcap stage play from Monty Python icon Eric Idle, comic greats perform the decline and fall of the British Empire ... as told through a piano."
80215419,Movie,Joe Rogan: Strange Times,Stand-Up Comedy,"Outspoken as ever, comedian Joe Rogan takes on current culture, pro wrestling, pot laws, cats, vegans and more in a stand-up special shot in Boston."
80236359,TV Show,Monty Python Best Bits (mostly),British TV Shows  Docuseries  TV Comedies,"Prominent comedians pay tribute to Monty Python's best work in this five-part series, along with selected clips of sketches."
70118860,Movie,Monty Python Conquers America,Documentaries,Follow the evolution of the British sketch comedy troupe that redefined humor and shaped an entire generation of American comics.
80017240,Movie,"Monty Python Live (Mostly): One Down, Five to Go",Comedies,"Live from London in a sold-out final show, surviving members of the British comedy troupe reprise old roles and break out in irreverent song and dance."
70118859,Movie,Monty Python: Before the Flying Circus,Comedies  Documentaries,"Discover how six seemingly ordinary but supremely talented men became Monty Python, sketch comedy's revolutionary comedy troupe."
80236356,Movie,Monty Python: Live at Aspen,Comedies  Documentaries,The members of Monty Python reunite on stage to talk about making their iconic show that changed sketch comedy forever.
80236778,Movie,Monty Python: Live at The Hollywood Bowl,Comedies,"Film clips and Terry Gilliam animations feature in this live-to-tape performance of greatest hits, including ""Travel Agent"" and ""Solo Wrestling."""
80236470,Movie,Monty Python: The Meaning of Live,Documentaries,"From heyday to curtain call, this documentary offers a rare glimpse of the legendary Monty Python troupe as it stages live shows after a long hiatus."
70213237,TV Show,Monty Python's Almost the Truth,British TV Shows  Docuseries,"The legacy of comedy group Monty Python, whose irreverent brand of humor has tickled the ribs of millions, is explored in this documentary."
80236357,TV Show,Monty Python's Fliegender Zirkus,International TV Shows  TV Comedies,"The Pythons elevate the absurd to new heights and bring their sketches to German TV, working in phonetic German, at times with an Australian accent."
699257,Movie,Monty Python's Life of Brian,Classic Movies  Comedies  Cult Movies,"Born in a stable in Judea, Brian grows up to join a group of anti-Roman zealots, but his fate keeps getting confused with that of a certain carpenter."
80237311,TV Show,Monty Python's Personal Best,British TV Shows  TV Comedies,Original members of the iconic Monty Python comedy troupe pick their all-time favorite sketches from their groundbreaking television series.
80236574,Movie,Parrot Sketch Not Included: Twenty Years of Monty Python,Comedies,"Presented by Steve Martin, this anthology draws from “Flying Circus” and “Fliegender Zirkus” to mark the 20th anniversary of the TV series."
80988048,Movie,The Meaning of Monty Python,Documentaries,"Five Pythons reflect on their creative process, politics, television and the making of their award-winning final film, ""The Meaning of Life."""
80039069,Movie,Sleeping with Other People,Comedies  Dramas  Independent Movies,"Many years after hooking up in college, two people cross paths and realize they are both serial philanderers who need each other's help to reform."
80046779,Movie,Anjelah Johnson: Not Fancy,Stand-Up Comedy,"The actress, comedian and YouTube sensation riffs on everything from nail salons and Gypsies to Mexican moms and super-sleuthing Liam Neeson."
80995687,Movie,Little Singham: Kaal Ki Tabaahi,Children & Family Movies  Comedies,Kaal is back – bigger and badder than ever! Can Little Singham fight the battle of a lifetime to stop the demon’s plans to wreak havoc on earth?
60001650,Movie,Men in Black,Action & Adventure  Comedies  Sci-Fi & Fantasy,"A streetwise cop teams with a veteran government agent to work for a super-secret, extremely dapper team that monitors extraterrestrials on Earth."
81172848,Movie,Moms at War,Comedies  Dramas  International Movies,"Two fierce mothers become rivals when a school contest forces their kids, both model students, to compete against one another to be the best in class."
81034575,Movie,The Command,Dramas  International Movies  Thrillers,For the crew trapped aboard a sunken Russian submarine the deadliest threat is the bureaucracy on land. Based on a true story.
81025800,TV Show,Accidentally in Love,International TV Shows  Romantic TV Shows  TV Comedies,"Rejecting the demands of her wealthy family, a young woman poses as an ordinary college student and crosses paths with a stoic pop star at school."
81003997,TV Show,Ask the Doctor,Docuseries  International TV Shows  Science & Nature TV,"From allergies to diet to sleep, three friendly doctors share expert advice, bust medical myths and test the latest treatments."
80207486,TV Show,Best.Worst.Weekend.Ever.,Kids' TV  TV Comedies,"Teenage friends plan an epic trip to Comic-Con to meet their idol, only to get caught in one hilariously awkward predicament after another."
80226951,Movie,"Club de Cuervos Presents: I, Potro",Movies,Former Club de Cuervos player Potro returns home to Argentina to crash the wedding of his famous soccer-star brother and confront his estranged family.
80216677,Movie,Derren Brown: Sacrifice,Movies,Illusionist Derren Brown concocts a psychological experiment in which he tries to manipulate an ordinary person into taking a bullet for a stranger.
80232279,Movie,Gnome Alone,Children & Family Movies  Comedies,"After moving into a new house with her mom, high schooler Chloe discovers a troupe of talking garden gnomes who need her help saving the world."
80239666,Movie,Illang: The Wolf Brigade,Action & Adventure  International Movies  Sci-Fi & Fantasy,"In 2029, the elite police squad Illang combats a terrorist group opposing reunification of the two Koreas. But another enemy may be lurking nearby."
81011973,Movie,Naa Bangaaru Talli,Dramas  International Movies,"A father leading a dark double life and his daughter, who's eager to pursue her studies in Hyderabad, face the tragic consequences of sex trafficking."
81031037,Movie,Oddbods: Party Monsters,Movies,"Dressed up as detective Sherlock Holmes, Slick must crack the case when a magician turns Jeff's spooky-costume party guests into their scary alter egos."
80144152,Movie,S Storm,Action & Adventure  International Movies,Anti-corruption investigator William Luk must join forces with detective Lau Po-keung to bring down a crime syndicate involved in sports betting.
81035749,Movie,The Gospel of Luke,Dramas  Faith & Spirituality,Word-for-word Bible texts of the entire book of Luke are narrated and re-enacted in this epic production of the Gospel's accounts of Jesus's life.
81035750,Movie,The Gospel of Mark,Dramas  Faith & Spirituality,"See Jesus from a disciple's point of view in this first-ever, word-for-word film adaptation of the Gospel of Mark, lauded for its historical accuracy."
81035751,Movie,The Gospel of Matthew,Dramas  Faith & Spirituality,The Apostle Matthew is highlighted in this word-for-word film adaptation of the former tax collector's Biblical writings about working with Jesus.
80148162,Movie,The Night Comes for Us,Action & Adventure  International Movies,"After sparing a girl's life during a massacre, an elite Triad assassin is targeted by an onslaught of murderous gangsters."
80211465,TV Show,Wanderlust,British TV Shows  International TV Shows  Romantic TV Shows,"Unable to revive their fading sex life after many years of marriage, a therapist and her husband decide to start dating other people."
80171705,Movie,Wedding Unplanned,Comedies  International Movies  Romantic Movies,"Mathias's girlfriend finds a business card for a wedding planner in his pocket. Suddenly, he's engaged and hiring his lover to plan the big day!"
81172729,Movie,10 Days in Sun City,Comedies  International Movies  Romantic Movies,"After his girlfriend wins the Miss Nigeria pageant, a young man faces unexpected competition of his own when he joins her on a campaign in South Africa."
81172895,Movie,93 Days,Dramas  International Movies  Thrillers,Heroic health workers fight to contain an Ebola outbreak when a patient arrives in Lagos with symptoms of the deadly virus. Based on a true story.
80206910,Movie,Eli,Horror Movies,"With his desperate parents in tow, an 11-year-old boy with a debilitating illness checks into an isolated clinic to undergo experimental therapy."
81172905,Movie,In My Country,Dramas  International Movies,"A teacher turns to a dubious man to raise money for her daughter's life-saving surgery, a crisis that is unexpectedly catapulted to a national stage."
80217627,TV Show,Interior Design Masters,British TV Shows  International TV Shows  Reality TV,Aspiring interior designers transform a variety of spaces from dowdy to delightful as they vie for a life-changing contract with a top London hotel.
80178724,TV Show,Living with Yourself,TV Comedies  TV Dramas,"Burned out on life, Miles undergoes a strange procedure at a strip mall spa – and wakes to find he's been replaced by a better version of himself."
81132442,Movie,"Love, Surreal and Odd",Comedies  International Movies  Romantic Movies,"When a group of people meets at the same party, they form four different relationships, each experiencing similar phases of love."
81020066,TV Show,Mighty Little Bheem: Diwali,Kids' TV  TV Comedies,"From decorating his home to devouring sweets, join Bheem as he makes merry – and a bit of mischief – while the festival of lights is in full swing."
81193245,TV Show,MONKART,Kids' TV  Korean TV Shows,Jin and his dragon monster Draka set out on a racing adventure and try to save the kingdom from evil forces.
81172723,Movie,New Money,Dramas  International Movies,An aspiring fashion designer's life is transformed after she discovers she’s the heiress of a billion-dollar empire left by her estranged father.
80990336,Movie,Seventeen,Comedies  Dramas  International Movies,"To find his therapy dog, a 17-year-old escapes from juvie and embarks on a journey of reconnection with his brother and grandmother through Cantabria."
81172909,Movie,Tatu,Action & Adventure  Dramas  International Movies,"Doubting her future as a nun, a woman attempts to have a child, triggering a mystic tribal prophecy that could force her to make a godly sacrifice."
80214706,Movie,Tell Me Who I Am,Documentaries,"In this documentary, Alex trusts his twin, Marcus, to tell him about his past after he loses his memory. But Marcus is hiding a dark family secret."
80994011,Movie,The Laundromat,Comedies  Dramas,"When a widow gets swindled out of insurance money, her search for answers leads to two cunning lawyers in Panama who hide cash for the superrich."
80208910,TV Show,Unnatural Selection,Docuseries  Science & Nature TV,"From eradicating disease to selecting a child’s traits, gene editing gives humans the chance to hack biology. Meet the real people behind the science."
81172902,Movie,Up North,Dramas  International Movies,A pampered heir must complete a year of service work to inherit his dad's assets but unearths new goals when he's placed in an unfamiliar region.
80998890,Movie,Upstarts,Comedies  Dramas  International Movies,"Hoping to do good while making millions, three college graduates create a startup. But as business begins to flourish, their own bond starts to fray."
81047903,Movie,Verses of Love 2,Dramas  Faith & Spirituality  International Movies,"Now a lecturer in Edinburgh, Fahri tries to begin a new chapter as the love of his life, Aisha, volunteers in the Gaza Strip. Have they moved on?"
81026343,Movie,Mr. Chandramouli,Dramas  International Movies  Thrillers,"When the lives of a carefree boxer and his cabdriver dad collide with the ambitions of a ruthless businessman, a search for answers turns to revenge."
80208635,Movie,El Viaje: Márama y Rombai,Children & Family Movies  Documentaries  International Movies,Popular South American bands Márama and Rombai share footage of behind-the-scenes antics and discuss their sudden rise to stardom.
70125931,Movie,The Karate Kid,Children & Family Movies  Dramas,"After moving to Beijing with his mother, Dre falls prey to a bully, so he takes lessons from a martial arts master in this remake of the 1984 classic."
80222326,TV Show,THE UNLISTED,Kids' TV  TV Thrillers,"When they learn of a secret plot to track and control kids, identical twins Dru and Kal team up with a band of runaway rebels to take back their world."
70235768,Movie,My Babysitter's a Vampire: The Movie,Children & Family Movies  Comedies,"When their parents head out for the evening, Ethan and his little sister get the babysitter of their nightmares: a fledgling vampire named Sarah."
80177406,Movie,Patton Oswalt: Annihilation,Stand-Up Comedy,"By turns scathing and candid, Patton Oswalt reflects on the glut of comic material in the Trump era and the dark days following a personal tragedy."
81077044,TV Show,Another Miss Oh,International TV Shows  Korean TV Shows  Romantic TV Shows,"A sound director who suddenly starts getting visions of someone else’s future gets mired in the lives of two women, who happen to share the same name."
81081656,Movie,Ghosts of Sugar Land,Documentaries,"Shocked when their friend embraces extremism, a group of Muslim Americans in Texas recount their time with him and theories about his fate."
81187847,Movie,League of Legends Origins,Documentaries,"Fans, experts and creators of the ""League of Legends"" detail the game’s rise from free demo to global esports titan."
81053240,Movie,Park Na-rae: Glamour Warning,Stand-Up Comedy,"Korea’s beloved comedian and favorite big sister figure talks sex, relationships and celebrity life. And she’s sassier and dirtier than ever before."
81167011,TV Show,Second 20s,International TV Shows  Korean TV Shows  Romantic TV Shows,"Facing major changes, a mother realizes it's time to live for herself and decides to enroll in college, where she finds her dream as well as new love."
80043834,Movie,Sinister 2,Horror Movies,"A single mother and her twin sons move into a rural house, unaware of its history of being inhabited by an evil spirit that preys upon young children."
81157840,Movie,The Game Changers,Documentaries  Sports Movies,"Special Forces trainer James Wilks asks elite athletes to compare the merits of meat, protein and plants for building strength. Spoiler: plants win."
80244900,Movie,"Ron White: If You Quit Listening, I'll Shut Up",Stand-Up Comedy,"Ron “Tater Salad” White dishes out his signature brand of cynicism, riffing on sex, celebrity and the sinister habits of wild geese."
80211134,Movie,Baadshaho,Action & Adventure  International Movies,"In 1975, during the government-declared Emergency, thief Bhawani and his crew plan a daring robbery to reclaim his royal lover's seized treasures."
70271601,Movie,Closed Circuit,Dramas  Thrillers,"Martin and Claudia, top-flight lawyers who happen to be former lovers, become targets when they're teamed up to defend a notorious terrorist."
80136786,TV Show,Footprints in the Sand,International TV Shows  TV Dramas,"Familial bonds strain as dramas concerning love, greed, business and generosity simmer across generations."
80136788,TV Show,In Laws,International TV Shows  Romantic TV Shows  TV Dramas,"Once domineered by her own mother, a well-meaning matriarch has trouble being lax with her children, especially when her daughter-in-law moves in."
80136787,TV Show,La Femme,International TV Shows  TV Dramas,"Personal desires guide the lives of a marriage-averse entrepreneur, a housewife coping with infidelity and a career woman who leaves her spouse."
80136454,TV Show,Laws of Attraction,International TV Shows  Romantic TV Shows  TV Comedies,"Four couples – a speed-dating pair, a husband and wife, a man living with an older woman and co-workers with opposite views – weather ups and downs."
80204433,Movie,Lucknow Central,Dramas  International Movies  Music & Musicals,"After being arrested for a crime he didn't commit, an aspiring musician teams up with some of his inmates at Lucknow Central to form a band."
80089199,Movie,A Family Affair,Documentaries  International Movies,The filmmaker hunts for the missing puzzle pieces of his family history during a visit with a complex and controversial figure: his grandmother.
80043049,Movie,Anthony Jeselnik: Thoughts and Prayers,Stand-Up Comedy,There's no subject too dark as the comedian skewers taboos and riffs on national tragedies before pulling back the curtain on his provocative style.
80044545,Movie,Beasts of No Nation,Dramas  Independent Movies,"When civil war tears his family apart, a young West African boy is forced to join a unit of mercenary fighters and transform into a child soldier."
80070182,Movie,Circle,Dramas  Independent Movies  Sci-Fi & Fantasy,"When a group of strangers is seized and awaits execution, they face the impossible task of choosing the one person among them worthy of being spared."
80176234,TV Show,Black Money Love,Crime TV Shows  International TV Shows  TV Dramas,"After a cop's fiancée and a jewelry designer's father are found dead together, the two bereaved ones face a perilous aftermath of a theft gone wrong."
80992769,Movie,Dark Crimes,Dramas  Thrillers,A detective on a cold murder case discovers that a famous writer’s latest novel contains details chillingly similar to the crime he’s investigating.
81191228,Movie,Homeland,Dramas  Independent Movies  International Movies,"Determined to trace her ancestral history, an Armenian woman travels to a French village, where she befriends a kind man and, better yet, finds herself."
81154549,TV Show,Magical Andes,Docuseries  International TV Shows  Science & Nature TV,"From Argentina to Colombia, this stunning documentary follows five characters who share their deep connection to South America's majestic mountains."
81192594,TV Show,Power Rangers Beast Morphers,Kids' TV,A new breed of secret agents must stop a ruthless computer virus and its minions from stealing the unlimited clean energy source that created them.
81006356,TV Show,Devlok with Devdutt Pattanaik,International TV Shows,"Through chats with host Rasika Dugal, mythologist Devdutt Pattanaik explores the meaning and modern-day relevance of Indian folklore and philosophy."
81025935,Movie,Meghnadbodh Rohoshyo,Dramas  International Movies,"A professor mysteriously vanishes, leaving behind a host of suspects, a shadowy history and a clue: the anonymous birthday gift of a Bengali classic."
81020508,Movie,Sanju,Dramas  International Movies,"From the depths of addiction to the heights of stardom to underworld entanglements, this biopic traces the checkered past of Indian actor Sanjay Dutt."
