show_id,type,title,listed_in,description
80188120,Movie,The Angel,Dramas  International Movies  Thrillers,"As his country prepares for war, top Egyptian official Ashraf Marwan makes contact with Israel and wades into a shadowy game of high-stakes espionage."
80164779,Movie,The Land of Steady Habits,Comedies  Dramas  Independent Movies,"After leaving his wife and his job to find happiness, Anders begins a clumsy, heartbreaking quest to reassemble the pieces of his fractured life."
80993613,TV Show,The Rise of Phoenixes,International TV Shows  Romantic TV Shows  TV Action & Adventure,"When a secret from the past rears its head, a respected court scholar must choose between avenging her family and staying true to the prince she loves."
81092328,Movie,American Warfighter,Dramas,"A Navy SEAL haunted by wartime memories tries to rebuild his life at home, even as one last mission threatens to unravel everything."
81183572,Movie,Deviant Love,Thrillers,"In a tailspin after her marriage collapses, Jamie falls for a helpful gentleman whose interest in her welfare hides sinister motives."
81037283,Movie,Head Count,Horror Movies  Independent Movies,A group of college students on a weekend getaway accidentally summon a supernatural entity intent on using them for its deadly ritual.
80244973,Movie,"Hello, Privilege. It's Me, Chelsea",Documentaries,"In this documentary, Chelsea Handler explores how white privilege impacts American culture – and the ways it’s benefited her own life and career."
81095103,TV Show,Kabaneri of the Iron Fortress: The Battle of Unato,Anime Series  International TV Shows  TV Horror,"Ikoma and the Iron Fortress take their fight to the battlegrounds of Unato, joining the alliance to reclaim the region from the kabane horde."
81132438,Movie,Locked on You,Comedies  International Movies,"When his chatty nature lands him in trouble, an unlucky meatball seller flees Istanbul and finds a new life on a beautiful island."
80217779,TV Show,Marianne,International TV Shows  TV Dramas  TV Horror,"Lured back to her hometown, a famous horror writer discovers that the evil spirit who plagues her dreams is now wreaking havoc in the real world."
80211572,TV Show,Monarca,International TV Shows  Spanish-Language TV Shows  TV Dramas,"After 20 years, Ana María returns to Mexico and vies for control of her family's tequila empire as it threatens to crumble under corruption and secrets."
81161230,Movie,Shanghai Fortress,Dramas  International Movies  Romantic Movies,A young man falls for a heroic general and soon follows her footsteps as humans defend Earth against extraterrestrials seeking a precious energy source.
81002412,Movie,Tall Girl,Children & Family Movies  Comedies  Romantic Movies,"After years of slouching through life, 6-foot-1 teen Jodi resolves to conquer her insecurities and gets caught up in a high school love triangle."
81023636,Movie,Time Trap,Action & Adventure  Sci-Fi & Fantasy,"While searching for their missing archaeology professor, a group of students discovers a cave where time passes differently than it does on the surface."
80217669,TV Show,Top Boy,British TV Shows  Crime TV Shows  International TV Shows,"Two seasoned drug dealers return to the gritty streets of London, but their pursuit of money and power is threatened by a young and ruthless hustler."
80153467,TV Show,Unbelievable,Crime TV Shows  TV Dramas,"After a young woman is accused of lying about a rape, two female detectives investigate a spate of eerily similar attacks. Inspired by true events."
80192834,Movie,Reversing Roe,Documentaries,"Through interviews with abortion rights supporters and opponents, this film lifts the lid on a decades-long political campaign to overturn Roe v. Wade."
80198046,Movie,Ghost of the Mountains,Documentaries,An international group of filmmakers sets out on a mission to get up close and personal with a family of elusive snow leopards.
80106307,Movie,Extremis,Documentaries,"Witness the wrenching emotions that accompany end-of-life decisions as doctors, patients and families in a hospital ICU face harrowing choices."
80993062,TV Show,The I-Land,TV Action & Adventure  TV Dramas  TV Sci-Fi & Fantasy,"Wiped clean of memories and thrown together, a group of strangers fight to survive harsh realities – and the island that traps them."
81098586,TV Show,"The Mind, Explained",Docuseries  Science & Nature TV,"Ever wonder what's happening inside your head? From dreaming to anxiety disorders, discover how your brain works with this illuminating series."
70267728,Movie,Turbo,Children & Family Movies  Comedies,A speed-obsessed snail who dreams of being the world's greatest race car driver gets his chance when an accident imbues him with high-octane speed.
81011508,TV Show,Life,International TV Shows  Korean TV Shows  TV Dramas,"At Korea's top university medical center, ideals and interests collide between a patient-centered ER doctor and the hospital's newly-appointed CEO."
81001000,Movie,On My Skin,Dramas  International Movies,"Arrested in Rome for a drug-related offense, Stefano Cucchi endures a harrowing week in custody that changes his family forever. Based on true events."
80192445,Movie,Heroin(e),Documentaries,"This documentary follows three women – a fire chief, a judge and a street missionary – as they battle West Virginia's devastating opioid epidemic."
80158670,Movie,Jeff Dunham: Relative Disaster,Stand-Up Comedy,Ventriloquist Jeff Dunham brings his rude and slightly demented posse of puppets to Ireland for a gleeful skewering of family and politics.
80223685,TV Show,Daniel Sloss: Live Shows,Stand-Up Comedy & Talk Shows  TV Comedies,"Comedian Daniel Sloss is ready to find the funny in some very dark topics, from the deeply personal to the truly irreverent."
80189586,TV Show,If I were an Animal,Docuseries  Kids' TV  Science & Nature TV,"Curious kids Emma and her big brother Tim observe different animals as they make their way through various life milestones, from birth to adulthood."
80244019,Movie,The Resistance Banker,Dramas  International Movies,"Risking his family and future, a banker in occupied Amsterdam slows the Nazi war machine by creating an underground bank to fund the resistance."
80162143,Movie,The Forgotten,Horror Movies,"After a teenager goes to live with his father in abandoned public housing, he hears strange noises and decides to investigate with his new friend."
81060174,Movie,Bill Burr: Paper Tiger,Stand-Up Comedy,"Bill Burr unloads on outrage culture, male feminism, cultural appropriation, robot sex and more in a blistering stand-up special shot in London."
70130445,Movie,Eat Pray Love,Dramas  Romantic Movies,"After deciding to reshape her life after divorce, Liz travels around the world in search of good food, spirituality and true love."
80216928,Movie,Evelyn,Documentaries  International Movies,"Haunted by the suicide of a brother, a director and his kin walk across the U.K. in an emotionally trying, visually sublime journey toward healing."
81001494,Movie,Our Godfather,Documentaries  International Movies,"In 1986, Tommaso Buscetta became the first top-level Mafia boss ever to testify against the mob. It cost him and his family everything."
81077065,TV Show,Terrace House: Tokyo 2019-2020,International TV Shows  Reality TV,"Six strangers share a fabulous house in Tokyo, looking for love while living under the same roof. With no script, what happens next is all up to them."
80991570,Movie,"My Teacher, My Obsession",Thrillers,"When Riley changed schools, she didn't expect the girls to crush on her English teacher dad. And he didn't expect a disturbing infatuation."
80184129,Movie,68 Kill,Comedies  Independent Movies  Thrillers,A hapless guy agrees to help his stunning – but psychotic – girlfriend rob her loathsome sugar daddy in a scheme as ill-conceived as it is violent.
60000861,Movie,American Psycho,Comedies  Cult Movies  Dramas,"With chiseled good looks that belie his insanity, a businessman takes pathological pride in yuppie pursuits and indulges in sudden homicidal urges."
1151375,Movie,Dante's Peak,Action & Adventure,"When a volcanologist comes to investigate the recent rumblings of a dormant volcano, a massive eruption has everyone in town fighting for their lives."
81137484,Movie,Elena,Documentaries  International Movies,"In this documentary, the director remembers a sister who left behind her life under Brazil’s dictatorship and moved to New York with dreams of acting."
80187228,Movie,First Kill,Action & Adventure,"A stock broker brings his young son back to the town where he grew up for a hunting trip, but things take a dangerous turn when they witness a crime."
81031008,Movie,For the Birds,Documentaries,"A woman with a passion for fowl keeps a menagerie of birds that draws the ire of neighbors, animal rights advocates and even her own family."
70099119,Movie,Igor,Children & Family Movies,"Igor, the brilliant but deformed assistant to mad Dr. Glickenstein, dreams of winning the Evil Science Fair and the heart of village beauty Gretchen."
70039185,Movie,Just Friends,Comedies  Romantic Movies,"Years after high school, a once-portly nice guy comes home for the holidays and reunites with a former crush he still has feelings for."
81073764,TV Show,Loo Loo Kids: Johny & Friends Musical Adventures,Kids' TV,"Music-loving baby Johny goes on dance-filled adventures with his family, friends and adorable critters in this colorful, animated preschooler series."
81165769,Movie,Mokalik (Mechanic),Dramas  International Movies,A young boy's life shifts when he's sent to work at a mechanic's shop far from his suburban home until an opportunity forces him to make a tough choice.
70056433,Movie,Mr. Woodcock,Comedies,"When a self-help author learns that his mother has fallen for his sadistic high school gym teacher, he tries to put a stop to their budding romance."
70113003,Movie,My Sister's Keeper,Dramas,A former defense attorney finds herself back in court when she and her husband are sued for medical emancipation by their 11-year-old daughter.
60031232,Movie,Mystic River,Dramas  Thrillers,"Tragedy reunites childhood friends Sean, Dave and Jimmy when they're linked together in a murder investigation about Jimmy's teenage daughter."
80032842,Movie,Oct-01,Dramas  International Movies  Thrillers,"Against the backdrop of Nigeria's looming independence from Britain, detective Danladi Waziri races to capture a killer terrorizing local women."
81137482,Movie,Olmo & the Seagull,Dramas  Independent Movies  International Movies,A pregnancy forces an actress out of her latest play and into a difficult confrontation with her own rapidly transforming reflection.
70043308,Movie,Open Season,Children & Family Movies  Comedies,"After saving a deer from a hunter's clutches, a domesticated grizzly finds himself relocated to the wild – and unprepared for the real world."
81165771,Movie,Phone Swap,Comedies  International Movies  Romantic Movies,A fashion designer and an arrogant businessman reluctantly try to help each other after accidentally swapping phones in the airport.
70044697,Movie,Poseidon,Action & Adventure  Dramas,"A tidal wave spells disaster for a ship of New Year's Eve revelers when it capsizes the mammoth vessel, sending passengers into a battle for survival."
70105368,Movie,Rachel Getting Married,Dramas  Independent Movies,Longstanding family conflicts resurface when a former model who's been in and out of rehab for a decade returns home for her sister's wedding.
80241003,TV Show,Serial Killer with Piers Morgan,British TV Shows  Crime TV Shows  Docuseries,"Through intense prison interviews, Piers Morgan revisits the crimes of three convicted serial killers and learns more about their motives."
81141689,Movie,Spookley the Square Pumpkin,Children & Family Movies,"When a storm terrorizes his patch, a pumpkin cast out for his shape must step up to use his smarts to save the day – and to prove himself."
1008581,Movie,Stripes,Classic Movies  Comedies  Cult Movies,"After losing everything, an indolent sad sack impulsively joins the U.S. Army and cajoles his best friend into enlisting, too."
70058023,Movie,Superbad,Comedies  Cult Movies,Two best friends' quest to buy booze for a party in the hopes of scoring with girls leads them on a series of wacky misadventures.
81165786,Movie,The Bridge,Dramas  International Movies  Romantic Movies,A Yoruba prince and a young lady from a prominent Igbo family face tribal prejudice and parental pressure when they secretly wed.
81165770,Movie,The CEO,Dramas  International Movies  Thrillers,A group of executives heads to a telecommunications retreat to pick the firm's new CEO until they find themselves in a contest to win – and stay alive.
70043303,Movie,The Lake House,Dramas  Romantic Movies  Sci-Fi & Fantasy,"A lonely doctor begins writing letters to the frustrated architect who lives in her former home, only to discover that they're living two years apart."
70136074,Movie,The Last Exorcism,Horror Movies  Independent Movies  Thrillers,"Ready to expose his miraculous deeds as mere trickery, a famed evangelist invites a documentary crew to film his final exorcism."
1153194,Movie,The Saint,Action & Adventure  Romantic Movies,"Hired by a Russian politician to steal the formula for cold fusion, master thief Simon Templar falls for the scientist who has unlocked the secret."
70112730,Movie,The Taking of Pelham 123,Action & Adventure,"When a group of hijackers takes passengers aboard a subway train hostage and demand a ransom, it's up to dispatcher Walter Garber to bring them down."
81154900,TV Show,Transformers Rescue Bots Academy,Kids' TV,"As part of the first class at the Rescue Bots Academy, five Cybertron recruits train under their skilled teachers and take on daring rescue missions."
81154956,TV Show,Transformers: Cyberverse,Kids' TV,Optimus Prime and the AllSpark are missing – and only a memory-scrambled Bumblebee holds the key to finding them in this animated sci-fi series.
81158575,Movie,Uncle Naji in UAE,Comedies  International Movies,"Two young Yemeni business partners decide to go on vacation in the UAE with a few local friends, but their fun trip soon turns terrifying."
81065786,Movie,Used Goods,Action & Adventure  Comedies  International Movies,"To evade greedy pharmaceutical crooks, a medical scientist disguises himself as a struggling salesman to protect his groundbreaking cancer research."
70087541,Movie,You Don't Mess with the Zohan,Action & Adventure  Comedies,An Israeli counterterrorism soldier with a secretly fabulous ambition to become a Manhattan hairstylist will do anything to make his dreams come true.
81004113,TV Show,Age of Rebellion,Crime TV Shows  International TV Shows  TV Dramas,"At their high school, a group of unruly teens wreak havoc, face bullies and navigate turbulent lives beyond school grounds."
81003984,Movie,Barça Dreams,Documentaries  International Movies  Sports Movies,Explore the history and philosophies behind one of the world's most beloved – and successful – soccer franchises: FC Barcelona.
70024088,Movie,Brick,Independent Movies  Thrillers,Teenage loner Brendan Fry navigates his high school's intense social network to discover a killer's identity after his secret crush is murdered.
81005312,Movie,Carbon,Dramas  International Movies  Thrillers,"On the verge of losing his business, an entrepreneur launches a carbon tax scam that thrusts him into a web of criminals, intrigue and murder."
80082969,Movie,Delirium,Horror Movies  Thrillers,A man with a history of mental issues moves into his late parents' mansion and comes to suspect his new home may be haunted.
80994130,Movie,Garbage,Dramas  Independent Movies  International Movies,The lives of a fundamentalist online troll and a woman reeling from a sex tape gone viral become dangerously intertwined in this provocative thriller.
81019924,Movie,Hope Aur Hum,Children & Family Movies  Comedies  Dramas,"A multigenerational household navigates daily life, evolving relationships and clashes between old and new mindsets in this light family drama."
81018240,Movie,​​Kuch Bheege Alfaaz,Dramas  Independent Movies  International Movies,"After accidentally connecting over the Internet, two strangers form a tight friendship – not knowing they already share a bond."
81013710,Movie,Love and Shukla,Dramas  Independent Movies  International Movies,"A sexually inexperienced rickshaw driver struggles to build intimacy with his shy new wife in their tiny, overcrowded quarters."
70077076,Movie,Murder Party,Comedies  Cult Movies  Horror Movies,"A mild-mannered office drone plucks a Halloween party invitation off the street and suddenly finds himself the main event at a ""murder party."""
81014988,Movie,Once Again,Dramas  Independent Movies  International Movies,"After a chance phone call leads to daily conversations, a widowed restaurant owner and a lonely film actor plan to finally meet in person."
80102950,Movie,Pee Mak,Comedies  Horror Movies  International Movies,"Mak's friends just want to protect him, but his wife Nak won't let a small thing like her own death get in the way of true love in this horror-comedy."
80994108,TV Show,Sisters,International TV Shows  TV Comedies  TV Dramas,Her dad's deathbed confession leads Julia to discover she has more than 100 brothers and two sisters: troubled TV star Roxy and uptight lawyer Edie.
70055221,Movie,Solo Con Tu Pareja,Comedies  Independent Movies  International Movies,A yuppie playboy looks for a quick death after being falsely diagnosed with AIDS by a nurse who was once cheated by the young Casanova.
81005314,Movie,Sparring,Dramas  International Movies  Sports Movies,A middle-aged boxer with a mixed record becomes a champion's sparring partner while dreaming of one last chance to end his career with a victory.
80242828,Movie,Stephanie,Horror Movies,"A menacing, unseen force stalks a young girl living by herself in a suburban house, where she's surrounded by reminders of her once-happy family."
81004223,Movie,Terrifier,Horror Movies  Independent Movies  Thrillers,"On Halloween night, inside a dilapidated apartment building, Art the Clown stalks his victims, slicing and slaughtering in terrifying silence."
80198730,Movie,The Keeping Hours,Dramas  Thrillers,"Years after the death of their only child and subsequent divorce, a couple discovers that their son's ghost continues to inhabit their former home."
80999945,Movie,The Perfect Day,Documentaries  International Movies  Sports Movies,"French soccer fans, celebrities and athletes retrace the exhilarating events of July 12, 1998, as France earned a historic win in the World Cup final."
81016043,Movie,The Promise,Horror Movies  International Movies  Thrillers,"In the wake of the 1997 financial crisis, two teens whose families face bankruptcy make a suicide pact – but one of them breaks the promise."
17672040,Movie,The River Wild,Action & Adventure,"A turbulent vacation turns deadly when a fugitive and his crew kidnap a river rafting guide and her family, forcing them down the dangerous river."
81004162,TV Show,The Road to Calvary,International TV Shows  TV Dramas,"Swept up in political unrest during World War I, two sisters in St. Petersburg cope with turbulent romances as Russian history is made around them."
81011096,Movie,최강전사 미니특공대 : 영웅의 탄생,Children & Family Movies,"Miniforce, a special task force of elite rangers, takes on the Lizard Army to save Earth before it’s too late, in this prequel to the TV series."
80188969,TV Show,A Boy Name Flora A,International TV Shows  TV Comedies  TV Dramas,A 28-year-old layabout begins to re-examine his life when his dysfunctional family assembles to pay respects to a dying grandmother who won’t pass on.
80189155,TV Show,A House of Blocks,International TV Shows  TV Dramas  TV Horror,"Yijuan and her mentally ill sister Kaiqi struggle to be happy in the face of misfortune, criminal intrigue, marital strife, an exorcism and a ghost."
20254278,Movie,Aakhri Adaalat,Action & Adventure  International Movies,An intrepid police inspector forced into a desk job must take matters into his own hands when ruthless criminals are released on a technicality.
80203742,Movie,"Alias JJ, la celebridad del mal",Documentaries  International Movies,"Witnesses and public figures respond to controversial claims about Pablo Escobar made by the Medellín Cartel's sole survivor, John Jairo Velásquez."
80189208,TV Show,All About Love,International TV Shows  TV Dramas  TV Horror,Mysterious ghosts – determined to reconnect with the living world – begin to cross over and disrupt the lives of those they left behind.
70276596,Movie,Berserk: The Golden Age Arc II - The Battle for Doldrey,Action & Adventure  Anime Features  International Movies,"For three years, Guts believed his mission was to pursue Griffith's dream together with him. But in order to become Griffith's equal and truly be called his friend, Guts realizes he will have to leave the Band of the Hawk."
80063025,Movie,Berserk: The Golden Age Arc III - The Advent,Action & Adventure  Anime Features  International Movies,"A year after he left the Band of the Hawk, Guts rejoins them in an epic battle to vanquish the God Hand and save Griffith from a hellish fate."
70068739,Movie,Brother's Shadow,Dramas  Independent Movies,"After serving time in jail, a disgraced son returns to the family business in New York, where he struggles to fill the shoes of his late twin brother."
80158389,Movie,Chadi Jawani Budhe Nu,Comedies  International Movies  Romantic Movies,"After reaching his 40th birthday, an egotistical businessman kicks off his midlife crisis by deciding to secure a mistress."
80184974,Movie,Concrete Football,Documentaries  International Movies  Sports Movies,"The development of professional soccer worldwide owes a great debt to the soccer – or ""football"" – that is played on the streets of France."
80156941,Movie,Ek Jaan Hain Hum,Dramas  International Movies  Music & Musicals,"While trying to win over his beloved’s parents, a young man is accused of arson, and his father soon realizes insanity may be his only defense."
80178543,TV Show,FINAL FANTASY XIV Dad of Light,International TV Shows  TV Dramas,A father and son rekindle their bond through the online role-playing game Final Fantasy XIV in this live-action series based on a true story.
70213196,TV Show,Gurren Lagann,Anime Series  International TV Shows,"When a young laborer escapes to the world aboveground, he discovers a violent land in which humans battle robots controlled by a power-hungry noble."
70208520,TV Show,High Risk,Docuseries  Reality TV,"From scientists to snake handlers, this series explores what motivates some people to put themselves in jeopardy to perform extraordinary feats."
80061314,Movie,Incorruptible,Documentaries,"In the streets of Senegal, a youth movement rises up against a regime bent on retaining power in this chronicle of the nation's stormy 2012 elections."
70052492,Movie,Inuyasha the Movie - L'isola del fuoco scarlatto,Action & Adventure  Anime Features  International Movies,"Ai, a young half-demon who has escaped from Horai Island to try to help his people, returns with potential saviors InuYasha, Sesshomaru and Kikyo."
70036200,Movie,Inuyasha the Movie - La spada del dominatore del mondo,Action & Adventure  Anime Features  International Movies,The Great Dog Demon beaqueathed one of the Three Swords of the Fang to each of his two sons. Now the evil power of the third sword has been awakened.
70018513,Movie,InuYasha: The Movie 2: The Castle Beyond the Looking Glass,Action & Adventure  Anime Features  International Movies,"With their biggest foe seemingly defeated, InuYasha and his friends return to everyday life. But the peace is soon shattered by an emerging new enemy."
80158480,Movie,Khoon Khoon,Action & Adventure  International Movies,"As a crazed killer blazes a trail of blood through an anxious city, a hardened cop aims to take him down by any means in this remake of “Dirty Harry.”"
80105933,TV Show,LEGO Elves: Secrets of Elvendale,Kids' TV,"Armed with a powerful amulet, a teenage guardian is tasked with protecting her little sister – and all of Elvendale. Based on the popular web series."
80139506,Movie,Little Evil,Comedies  Horror Movies,"In this horror-comedy, a recently married man who wants to bond with his stepson begins to fear that the boy is a demon."
80205314,Movie,Lorai: Play to Live,Dramas  International Movies  Sports Movies,"Under a government initiative, a retired alcoholic soccer player is sent to establish a soccer team in a politically troubled area."
80133200,TV Show,Maniac,International TV Shows  TV Comedies  TV Dramas,"A nondescript man in a mental hospital has an exciting life of adventure and romance – in his head. He may be insane, or maybe he's just having fun."
80158545,Movie,Manoranjan,Comedies  International Movies  Music & Musicals,"After getting fired, a police officer connects with a prostitute he met on the job in a red-light district and sets out to keep her off the streets."
80156939,Movie,Mujrim,Action & Adventure  Dramas  International Movies,"Jailed as a teenager, Shankar has been unable to stay on the right side of the law ever since, despite his wife's pleas and his mother's rejection."
80152537,Movie,Naruto Shippuden : Blood Prison,Action & Adventure  Anime Features  International Movies,"Mistakenly accused of an attack on the Fourth Raikage, ninja Naruto is imprisoned in the impenetrable Hozuki Castle and his powers are sealed."
80045673,Movie,Naruto Shippûden the Movie: The Will of Fire,Action & Adventure  Anime Features  International Movies,"When four out of five ninja villages are destroyed, the leader of the one spared tries to find the true culprit and protect his land."
70275937,Movie,Naruto Shippuden: The Movie: The Lost Tower,Action & Adventure  Anime Features  International Movies,"When Naruto is sent to recover a missing nin, the rogue manages to send him 20 years into the past, where he unites with his father to battle evil."
70101321,Movie,Naruto the Movie 2: Legend of the Stone of Gelel,Action & Adventure  Anime Features  International Movies,"While on a mission to return a missing pet, Naruto and two fellow ninjas are ambushed by brutal knights led by the enigmatic Temujin."
70108386,Movie,Naruto the Movie 3: Guardians of the Crescent Moon Kingdom,Action & Adventure  Anime Features  International Movies,"Exuberant ninja Naruto teams up with his pals Sakura and Kakashi to escort Prince Michiru and his son, Hikaru, to the Crescent Moon kingdom."
70074559,Movie,Naruto the Movie: Ninja Clash in the Land of Snow,Action & Adventure  Anime Features  International Movies,"Naruto, Sasuke and Sakura learn they'll be protecting an actress from being hurt while making her next film, but it turns out she's a princess."
80162197,Movie,Offline - Das leben ist kein bonuslevel,Action & Adventure  Comedies  International Movies,Competitive gamer Jan finds his life thrown for a loop when his bitter rival hacks his identity just before a high-stakes tournament.
80184055,Movie,Resurface,Documentaries  Sports Movies,A suicidal war veteran finds like-minded souls in a surf therapy program that helps traumatized soldiers heal while riding the waves.
80160358,Movie,Rocco,Documentaries  International Movies,Italian porn star Rocco Siffredi is showcased in this documentary that shadows the legendary performer during his final year in front of the camera.
60034929,Movie,She's Gotta Have It,Classic Movies  Comedies  Independent Movies,"A free-spirited woman can't choose between a trio of ill-suited suitors: relationship-minded Jamie, shallow male model Greer and bike messenger Mars."
80157134,Movie,Sohni Mahiwal,Dramas  International Movies  Romantic Movies,"After being violently separated from the woman he loves, a young man must disguise himself in order to keep meeting her."
80141891,Movie,The Distinguished Citizen,Comedies  Dramas  International Movies,"Worried he’s lost his artistic edge, a wealthy expat novelist returns to his backwater hometown in Argentina, where he’s regarded as a local hero."
80183897,Movie,The Drowning,Thrillers,"Child psychologist Tom Seymour's testimony helped convict a boy of murder. Years later, their paths cross again, raising uncomfortable questions."
80177834,Movie,The Guardian Brothers,Children & Family Movies  Comedies,"When a Chinese family's soup shop is targeted for sabotage by a competitor, two guardians from the spirit world leave retirement to protect them."
80121855,Movie,The Last Shaman,Documentaries  International Movies,"In a last-ditch effort to prevent suicide, a clinically depressed young man travels to the Amazon to engage in an ancient hallucinatory ritual."
80168028,Movie,The Lost Brother,Dramas  International Movies,"While settling the affairs of his murdered mother and brother, a man partners with a local thug in a life insurance scam, putting him on a dark path."
80200913,TV Show,Tip the Mouse,Kids' TV,"In his tiny meadow village, curious little mouse Tip enjoys fun and adventure while learning about the world with his furry friends and family."
80190990,Movie,Todo Sobre El Asado,Documentaries  International Movies,"This quirky examination of Argentina's culture, customs and cuisine slices into the country's traditional barbecue – which is both meal and ritual."
80173269,Movie,Who the F**k Is That Guy?,Documentaries  LGBTQ Movies  Music & Musicals,"Take a ride through the life of record exec Michael Alago, a gay Puerto Rican New Yorker who signed a slew of musical acts, including Metallica."
80106140,Movie,A Noble Intention,Dramas  International Movies,"In 1888 Amsterdam, a headstrong violin maker finds himself immersed in peril and tragedy after challenging businessmen who threaten his community."
80106137,Movie,Bon Bini Holland,Comedies  International Movies,"On the island of Curaçao, an amiable scam artist angers gangsters and flees to Holland, where his conscience is torn between a woman and a new scheme."
80118873,TV Show,Conspiracy,British TV Shows  Docuseries,"Skeptics and others discuss widely held conspiracy theories involving aliens, government cover-ups, secret assassinations and other intrigues."
70229514,TV Show,Dead Set,British TV Shows  TV Horror  TV Thrillers,"While the housemates in the Big Brother house remain oblivious, fast-moving hordes of the undead decimate the studio compound."
80114155,Movie,Dukhtar,Dramas  Independent Movies  International Movies,A young mother embarks on a desperate quest for freedom when she kidnaps her 10-year-old daughter to save her from a tribal marriage.
70303288,TV Show,Easy Fortune Happy Life,International TV Shows  Romantic TV Shows  TV Comedies,"Years after a wealthy man is healed by a rural herbalist, fate lands him in the same hospital where the woman's granddaughter is treating patients."
80118841,Movie,Figaro Pho,Children & Family Movies  Comedies,Quirky little Figaro has a whole alphabet's worth of phobias. These wordless animated shorts follow his many fears from A to Z.
80102579,Movie,Full Out,Children & Family Movies  Dramas  Sports Movies,"After a debilitating accident ends her Olympic dreams, gymnast Ariana Berlin finds recovery and hope in the world of hip-hop and college athletics."
80111273,TV Show,Game Winning Hit,International TV Shows  TV Comedies  TV Dramas,An army deserter hiding out in a small coastal town becomes the coach of a youth baseball team and develops warm relationships in his new community.
80097438,Movie,Holy Hell,Documentaries,An ex-member charts his path from idealism to disenchantment in a California cult when alarming revelations about the group's leader come to light.
80111710,TV Show,Lucky Days,International TV Shows  Romantic TV Shows  TV Comedies,"When laidback Ren, who is about to divorce his money-crazy wife, finds a time-traveling computer, he decides to use it to reboot his marriage."
80114419,Movie,Off Course,Comedies  International Movies,"Fed up with the uselessness of their degrees and swayed by a TV commercial, two Spaniards head to Berlin for work but find it not quite as advertised."
80118888,Movie,Saudi Arabia Uncovered,Documentaries,"Undercover cameras expose public floggings, executions and other brutality in Saudi Arabia, and introduce those risking their own lives for change."
80128337,TV Show,Station Horizon,International TV Shows  TV Comedies  TV Dramas,"Ex-con Joris returns to his Swiss hometown, a community obsessed with American culture and ideals, to start over and save his family's gas station."
70303289,TV Show,The Fierce Wife,International TV Shows  Romantic TV Shows  TV Dramas,Beautiful housewife Xie An Zhen seems to be living the perfect life but finds her world crumbling after learning that her husband is cheating on her.
80111614,TV Show,The Womanizer,International TV Shows  Romantic TV Shows  TV Comedies,Libertine He-jie finds himself torn between the lovely Amanda and fiery Xiao-qian. But now he faces a new problem: arrogant rival suitor Cheng-en.
80111275,TV Show,The Year of Happiness and Love,International TV Shows  Romantic TV Shows  TV Comedies,"Jiang Chen-bo is a loser without prospects for success, until a surprise promotion becomes the catalyst for his entire family's upturn in fortune."
80103426,Movie,We Need to Talk,Comedies  International Movies  Romantic Movies,"A happy woman's new love is going great, but she needs one thing: divorce papers from her depressed ex. To get them, trickery may be in order."
80118889,TV Show,Witches: A Century of Murder,British TV Shows  Crime TV Shows  Docuseries,"Historian Suzannah Lipscomb investigates the witch hunts that plagued Britain in the 17th century, examining common myths about their origin."
70278877,Movie,Iliza Shlesinger: War Paint,Stand-Up Comedy,"""Last Comic Standing"" winner Iliza Shlesinger unleashes her acerbic, stream-of-conscious comedy on an unsuspecting audience in her hometown of Dallas."
80244311,Movie,After,Dramas  Romantic Movies,"Wholesome college freshman Tessa Young thinks she knows what she wants out of life, until she crosses paths with complicated bad boy Hardin Scott."
81183570,Movie,Home Is Where the Killer Is,Dramas  Thrillers,"Recovering from cancer, a young woman thinks she’s found a friend when she rents a room from a caring ex-doctor. But empathy soon becomes obsession."
80216665,TV Show,Rhythm + Flow,Reality TV,"In this music competition show, judges Tip “T.I.” Harris, Cardi B and Chance the Rapper hit the streets to find the next rap superstar."
81016328,Movie,Garuda Di Dadaku,Children & Family Movies  Dramas  Sports Movies,"A determined boy will do anything to become a great soccer player, despite the wishes of his grandfather."
80239503,Movie,Mo Amer: The Vagabond,Stand-Up Comedy,"Arab-American comedian Mo Amer recounts his life as a refugee comic, from traveling with the name Mohammed to his long path to citizenship."
81016321,Movie,Surat Dari Praha,Dramas  International Movies  Romantic Movies,"Hoping to fulfill her deceased mother's final wish, a young woman travels to Prague to deliver an old letter to a mysterious man."
80031666,Movie,Winter on Fire: Ukraine's Fight for Freedom,Documentaries  International Movies,"Over 93 days in Ukraine, what started as peaceful student demonstrations became a violent revolution and full-fledged civil rights movement."
80995737,Movie,Deon Cole: Cole Hearted,Stand-Up Comedy,"Embracing his belief that comedy is the last raw form of expression, Deon Cole explains the right time to thank Jesus and the wrong time to say ""welp."""
81021976,Movie,The Spooky Tale of Captain Underpants Hack-a-ween,Children & Family Movies  Comedies,"When Melvin tries to cancel Halloween, clever best friends Harold and George create their own spooky holiday – and it's a huge success!"
81020161,Movie,Pulang,Action & Adventure  Dramas  International Movies,"Thom tells her grandson about his grandfather, a sailor who left 61 years ago to seek his fortune, and asks him to find out what happened to her spouse."
80025390,Movie,The Water Diviner,Dramas  International Movies,"Years after the presumed death of his three sons in battle, a grieving farmer journeys to Turkey to find them and return them to their homeland."
80196216,Movie,Chris Brown: Welcome to My Life,Documentaries  Music & Musicals,"Featuring interviews, concert footage and behind-the-scenes access, this documentary delivers fans an all-access look at the life of Chris Brown."
